day,temperature
1,-1.2592121347437493
2,-1.447412045754137
3,-1.135742960379133
4,-0.7926279285958074
5,-1.3756079237499366
6,-1.3404231779391163
7,-0.6673264315320397
8,-0.9177226324702201
9,-1.3176755513469787
10,-0.9264732906948856
11,-1.2451869286640096
12,-1.210821317622219
13,-0.9266835807356826
14,-1.6496967331984553
15,-1.548253806142031
16,-1.1040734679301407
17,-1.2273910934032477
18,-0.7253595896174304
19,-1.1201631139197492
20,-1.2623845230376183
21,-0.21477151074909012
22,-0.7746184617819568
23,-0.6362579870840759
24,-1.1260464838375501
25,-0.7811640101510897
26,-0.5154553786848973
27,-0.9242055209499574
28,-0.35195216911592364
29,-0.6602383986287744
30,-0.5163757799792205
31,-0.5902561422863679
32,0.3082094084480215
33,-0.31297219669243154
34,-0.6451368543891272
35,0.05149675795826499
36,-0.6321673252989267
37,-0.09403206933547499
38,-0.8217209300223997
39,-0.564392365216192
40,0.007282534940894539
41,0.23299268779722446
42,0.06867231642332887
43,0.0028818152401048963
44,-0.02718051911011028
45,-0.40620518003424716
46,-0.10413117894043994
47,0.022233594876504385
48,0.5913452540935166
49,0.3755208870008417
50,-0.3304008894965755
51,1.8461656630183536
52,1.6318672494865614
53,1.564380011581504
54,2.052874590014563
55,2.2355671556598082
56,0.828507058383595
57,0.24084319047755895
58,0.4624725135735487
59,0.7229642771973152
60,0.9847949131899484
61,0.5082185914003142
62,0.6466532078911118
63,0.35794784329057655
64,0.3615108924932731
65,1.1033412515827719
66,1.3297932803914956
67,0.8625285557961666
68,1.2760724843861255
69,1.0854387449358514
70,0.7664513993620887
71,1.1557121082316602
72,1.6048212515365274
73,1.0863315646297251
74,1.6845392919850903
75,0.24769338700289065
76,1.4936085440196307
77,1.270272939283829
78,1.1696419405522966
79,1.3422891137352733
80,0.6459813113932569
