day,temperature
1,22.983570765056164
2,20.308678494144075
3,24.73844269050346
4,29.61514928204013
5,21.329233126383322
6,21.8293152152541
7,31.396064077536955
8,27.837173645764544
9,22.15262807032524
10,27.712800217929825
11,23.182911535937688
12,23.671351232148716
13,27.70981135783017
14,17.43359877671101
15,18.875410837434835
16,25.188562353795135
17,23.43584439832788
18,30.571236662976368
19,24.959879622393945
20,22.938481493323543
21,37.82824384460777
22,29.871118497567323
23,31.83764102343962
24,24.87625906893272
25,29.778086377374088
26,33.554612948549334
27,27.745032112888488
28,35.87849009172836
29,31.496806550405974
30,33.54153125103362
31,32.491466938853016
32,45.26139092254469
33,36.43251387631033
34,31.711445355220498
35,41.61272456051594
36,31.895781750144888
37,39.54431797502378
38,29.201649380601122
39,32.859069755507846
40,40.984306179345616
41,44.19233289997705
42,41.85684140594985
43,40.9217585880588
44,40.494481522053555
45,35.10739004816286
46,39.40077895802646
47,41.196806145201066
48,49.285611131094576
49,46.218091447842305
50,36.18479922318633
51,67.12041984697397
52,64.07458859791842
53,63.11538999847021
54,70.05838144420434
55,72.65499761247975
56,52.65640059558099
57,44.30391238388681
58,47.45393812074393
59,51.15631715701782
60,54.877725635611796
61,48.10412881077355
62,50.07170511668092
63,45.968325129969855
64,46.01896687959665
65,56.56262911197099
66,59.78120014285412
67,53.13994939209833
68,59.01766448946012
69,56.308180125238174
70,51.774401226974376
71,57.30697802754207
72,63.690182832329846
73,56.32086980445024
74,64.82321827907003
75,44.401274479551276
76,62.10951252187612
77,58.935235341190854
78,57.50496324767066
79,59.958803882677515
80,50.06215542699554
